5495049 | cookie cookie | New mark | 12.100
6169668 | cookie  | Karmela | 7.919
4027751 | pie pie | Milka | 11
2930097 | cake donnat | Milka | 22.348
769137 | donnat  | My firm | 23
2121021 | donnat  | My firm | 22.680
2880469 | bisquits chocolate | Kinder | 26
6600552 | chocolate cake | My firm | 25
7305093 | cake cake | Milka | 29.463
3046482 | cookie cookie | Kinder | 5
5518877 | bisquits bonbon | Ood | 0
7539902 | pie  | Ood | 15
159193 | cookie chocolate | Ood | 25
2533769 | cookie waffle | Kinder | 12
97481 | bisquits cookie | New mark | 15
5091066 | bonbon  | Milka | 25
3933602 | donnat cookie | Nestle | 14
4480237 | pie  | Karmela | 18.709
5355271 | donnat donnat | Kinder | 17.327
4314117 | waffle chocolate | Kinder | 24
3971519 | bonbon chocolate | Ood | 2.991
2356948 | chocolate pie | Nestle | 6.773
9593752 | cookie bisquits | My firm | 21.111
2713529 | pie  | My firm | 6.266
4568638 | pie waffle | Kinder | 23
3487988 | cookie  | Ood | 5
4458606 | cake chocolate | Nestle | 18
5994691 | bonbon donnat | Karmela | 28
8087804 | bonbon  | New mark | 23.830
2055875 | chocolate pie | Kinder | 29
1665823 | bonbon  | Karmela | 15.665
5231825 | donnat bisquits | Karmela | 17
2340913 | bisquits cake | Kinder | 1
2187872 | cookie bonbon | Kinder | 2.681
3699094 | bonbon  | Karmela | 3
490462 | waffle bonbon | Karmela | 2.162
533960 | waffle  | My firm | 4
7836247 | waffle  | Kinder | 27
9477951 | cookie waffle | My firm | 7
8416103 | cookie chocolate | Ood | 14.185
8711499 | cookie waffle | Ood | 13.545
833537 | donnat donnat | Milka | 26
909800 | bonbon waffle | My firm | 14
9890692 | cake cake | My firm | 16
4139319 | bisquits  | Ood | 23
8571130 | cake donnat | Milka | 26.436
4293594 | donnat  | Milka | 28
6288571 | donnat  | Kinder | 22
9790138 | cookie donnat | Nestle | 29
2116192 | cake waffle | Ood | 14
590370 | waffle pie | Kinder | 17
4558024 | cookie chocolate | My firm | 15
7047016 | cookie  | Kinder | 5.933
2495359 | pie cookie | Milka | 12
7669116 | cake bisquits | Karmela | 28
1809108 | waffle donnat | Milka | 8
478672 | donnat pie | My firm | 18
1555747 | cookie pie | Nestle | 1
5888996 | pie  | Ood | 5
6888907 | pie pie | New mark | 16.523
1174973 | cake  | Kinder | 24
2016686 | donnat cake | New mark | 23.611
1308939 | donnat bisquits | Ood | 24
5728925 | bonbon  | Ood | 19
2330133 | cookie  | Kinder | 28
9831267 | chocolate waffle | New mark | 17
6078324 | cake  | My firm | 2
3141286 | chocolate waffle | Milka | 16
4483577 | donnat waffle | Kinder | 1.575
9686553 | bisquits cake | New mark | 13.573
1630526 | cookie cake | Milka | 6
5630258 | pie cookie | Nestle | 22
1340420 | donnat bisquits | Ood | 1
5526559 | bisquits waffle | Kinder | 19
3112497 | pie  | Ood | 29
5209073 | pie donnat | Nestle | 7.981
6382336 | chocolate pie | New mark | 12.782
2074405 | cookie bisquits | Kinder | 18.68
2357881 | bonbon cookie | Milka | 0
6076033 | bisquits  | Kinder | 8
6141161 | donnat chocolate | My firm | 27.211
5936836 | bonbon  | Kinder | 15
7294200 | waffle waffle | Ood | 17
6427082 | bonbon waffle | New mark | 18.892
4971501 | cookie donnat | Nestle | 17
8934039 | bisquits cake | Ood | 25
9519124 | bisquits cake | My firm | 29.632
8279647 | chocolate bonbon | Ood | 23
5546677 | pie  | Ood | 9.679
8281193 | bonbon  | Ood | 4
4563204 | pie  | Karmela | 14.221
3311870 | chocolate  | Kinder | 9
8642872 | cake  | Milka | 4
8051494 | donnat pie | Nestle | 29
5455709 | bisquits bonbon | My firm | 15
6886301 | bonbon donnat | Kinder | 19
5489751 | cake pie | Milka | 19
2322462 | donnat chocolate | Kinder | 9
5966613 | pie  | New mark | 19
4550327 | donnat pie | My firm | 18
20526 | cake bisquits | Milka | 14
2561742 | bisquits  | Kinder | 7
9075870 | bisquits  | Ood | 4
1921160 | waffle  | Nestle | 27.388
6906748 | cookie pie | Karmela | 7
1620429 | cake bonbon | Milka | 25
6801371 | chocolate  | My firm | 1
3237800 | chocolate  | Karmela | 25
1444559 | waffle donnat | Milka | 26.771
8016511 | bonbon waffle | My firm | 22
1782325 | bisquits bonbon | New mark | 9
5119788 | waffle pie | New mark | 15.639
3740635 | donnat donnat | Kinder | 3.716
2748452 | bisquits chocolate | New mark | 16
8896701 | donnat  | Ood | 4
3728846 | waffle  | Nestle | 11
5804684 | bonbon chocolate | New mark | 21.761
6748837 | waffle cake | My firm | 29
4939780 | pie bonbon | Ood | 29
8756670 | pie cookie | Ood | 26.519
9150280 | cookie bonbon | Karmela | 17
2801854 | chocolate cake | New mark | 22
3379314 | cake  | Milka | 6
6118938 | bonbon  | Nestle | 28
2690796 | cookie bonbon | New mark | 8
1550990 | cookie  | Ood | 10
9916821 | cake pie | New mark | 9.204
4390525 | cookie bisquits | New mark | 19.907
7282501 | bisquits  | Milka | 29.318
7927713 | donnat bisquits | Kinder | 18
1963366 | cake cake | Milka | 7.421
3667603 | chocolate waffle | New mark | 0
8765355 | chocolate cake | Milka | 24
5909511 | chocolate cake | Nestle | 23
2342267 | donnat  | Karmela | 16
1670087 | bisquits  | My firm | 26
3069878 | donnat  | My firm | 17
3043754 | bonbon  | Karmela | 21
3594267 | chocolate bonbon | Ood | 9
9355495 | bisquits bonbon | Kinder | 18
2895615 | cake cookie | Ood | 5
3816480 | cookie bisquits | Karmela | 25.7
5782497 | cake bisquits | New mark | 7
9641203 | chocolate cake | Ood | 28
7029754 | pie  | Ood | 22.623
7713213 | cookie cookie | Karmela | 29
4902147 | pie  | My firm | 9
6872890 | pie pie | New mark | 17
7167792 | waffle  | Milka | 7
7816265 | pie  | Milka | 20.32
3844538 | pie  | Kinder | 21.261
8656363 | waffle  | Milka | 6
112482 | donnat bisquits | Milka | 2.345
9066965 | waffle bisquits | Milka | 23.786
4263936 | cookie waffle | Milka | 16
6366736 | waffle  | Karmela | 9
2428736 | bonbon chocolate | Karmela | 24
9553312 | cake cookie | Ood | 20
4310436 | pie waffle | Nestle | 1.47
6602360 | cookie bisquits | My firm | 0.916
1270789 | waffle bisquits | Karmela | 6
2584988 | cookie bisquits | New mark | 20
97503 | cookie chocolate | My firm | 25
7074187 | bisquits  | Ood | 5
3592078 | bonbon  | Nestle | 25
8101554 | pie  | Kinder | 9
2094700 | bisquits pie | Nestle | 22.348
151158 | cookie  | New mark | 12
3605830 | bonbon chocolate | Karmela | 14
7274986 | bonbon  | Nestle | 19
833524 | donnat pie | My firm | 8.239
5688091 | bonbon donnat | My firm | 19
4789591 | pie cookie | Ood | 7
5703726 | waffle  | Nestle | 24
4819713 | bonbon cookie | New mark | 7.458
1786862 | cake waffle | Milka | 10
471070 | cookie  | Kinder | 25
2485395 | bisquits  | New mark | 20.696
3188581 | waffle bonbon | My firm | 27
4422149 | cake bonbon | Milka | 14
3002728 | chocolate  | Kinder | 23
5951650 | cookie donnat | Milka | 29
2334318 | pie pie | Kinder | 0
1400369 | cake  | Karmela | 0.585
3495589 | bisquits  | Ood | 26
2328846 | donnat  | Ood | 18
3270083 | chocolate cookie | New mark | 27
1817537 | cookie bisquits | Karmela | 5.10
2483038 | cookie  | My firm | 3
3249271 | bonbon  | Karmela | 1
6397657 | waffle  | My firm | 13.129
6827230 | bisquits bonbon | Milka | 21
634437 | chocolate donnat | Karmela | 22
3467791 | donnat bonbon | Nestle | 14
20812 | pie donnat | New mark | 16
6903906 | bonbon  | Ood | 11.568
6427463 | donnat pie | New mark | 16
2640383 | cookie  | Kinder | 8
2929866 | cookie bisquits | Kinder | 20
6806418 | cookie bisquits | My firm | 4
3730530 | pie chocolate | Milka | 20.704
807211 | donnat cookie | Ood | 26
2989767 | bisquits waffle | New mark | 15.333
8517336 | pie bisquits | Ood | 3.167
2742703 | cake chocolate | My firm | 0.933
5991593 | cake waffle | Ood | 26
7342375 | donnat bonbon | Nestle | 15.345
2426365 | bonbon cake | Milka | 15
1628690 | cookie pie | Kinder | 27.766
2956146 | bisquits  | New mark | 25.926
7575472 | waffle bisquits | Ood | 11
9179235 | pie bonbon | Nestle | 16
9542122 | bisquits waffle | Milka | 15.495
1658595 | pie cookie | Kinder | 19
1719058 | cake  | Milka | 9
1071857 | cake cookie | Kinder | 6
1719135 | chocolate cookie | Karmela | 25
9500965 | bisquits cake | Karmela | 27.215
2041524 | cake bisquits | Nestle | 29
9901825 | donnat  | Milka | 14
6050854 | donnat bonbon | Nestle | 10.45
8029606 | donnat bisquits | Nestle | 29
2809698 | cookie waffle | Milka | 26
2043675 | bonbon donnat | Karmela | 17.33
4961413 | waffle waffle | Nestle | 12
4769348 | bisquits donnat | Milka | 12
5039360 | donnat chocolate | New mark | 21.438
8145732 | bisquits chocolate | New mark | 21
3948217 | cake donnat | New mark | 15
9221828 | pie waffle | New mark | 4
8539386 | bonbon chocolate | My firm | 19
9276596 | cake waffle | New mark | 1
402635 | cookie  | Karmela | 23.870
8593583 | bonbon  | Karmela | 7.58
1811477 | bisquits donnat | Milka | 1
853747 | bonbon bisquits | Kinder | 18
263119 | donnat chocolate | My firm | 25
2718411 | waffle donnat | Kinder | 15
334513 | waffle bonbon | Karmela | 21
2974931 | waffle cookie | Kinder | 19
3069250 | bisquits cake | My firm | 12
2805635 | pie pie | Milka | 5
9923314 | cake chocolate | My firm | 28.763
4737707 | chocolate donnat | New mark | 21
188601 | waffle bonbon | Ood | 28.232
2883351 | cake  | Milka | 22
9022953 | waffle cookie | New mark | 9
5127805 | waffle cake | Ood | 16
4191084 | bonbon cake | Kinder | 24
951979 | bisquits bonbon | Ood | 27
6750636 | waffle pie | Nestle | 1
6020560 | chocolate donnat | Nestle | 21
426864 | donnat chocolate | Nestle | 7
780335 | chocolate chocolate | Ood | 29
767122 | waffle  | Ood | 11.837
9748901 | chocolate cookie | My firm | 7
1560642 | bonbon cake | Kinder | 7.382
4710348 | bonbon cake | Karmela | 17
9970936 | cake chocolate | New mark | 15
699084 | donnat  | Nestle | 20.928
6252668 | waffle donnat | Ood | 27
6290917 | waffle cake | New mark | 20
693804 | bisquits cake | Milka | 18.137
2491313 | waffle bisquits | My firm | 2
6461252 | cake donnat | My firm | 25
5914701 | cake cake | My firm | 11
5053149 | bisquits  | New mark | 18.620
3097926 | pie waffle | Ood | 14.524
5087332 | cake pie | New mark | 21.171
7698709 | bonbon  | Milka | 23.12
5656258 | bonbon pie | New mark | 1
4603208 | donnat  | Milka | 10
1376488 | cookie bisquits | Karmela | 2.941
3023103 | cookie cake | Nestle | 5.591
4998996 | cake bisquits | New mark | 25.205
7209881 | waffle chocolate | Milka | 13
6320411 | waffle  | Kinder | 7
7727098 | cake donnat | Kinder | 7
1298723 | bonbon donnat | Milka | 26
3573732 | bisquits  | Milka | 8.366
6368909 | bonbon bonbon | Karmela | 25
9157339 | bonbon  | Kinder | 29
7271897 | chocolate  | Nestle | 20
7275991 | chocolate chocolate | Karmela | 23
351898 | waffle  | Nestle | 1
320365 | bisquits  | Nestle | 3
3743270 | waffle bonbon | Ood | 9
2504916 | donnat bisquits | Milka | 21
6768643 | waffle  | Kinder | 5.338
3212613 | pie cake | Ood | 1
9568982 | cookie cake | Kinder | 17.183
1231 | pie cake | New mark | 16
3435491 | bonbon  | Karmela | 15.540
100418 | chocolate  | Kinder | 12.601
2739416 | cookie bonbon | Nestle | 8.100
5667926 | bonbon  | Milka | 14
4302684 | bisquits bonbon | New mark | 26
3129419 | cookie cookie | Nestle | 12
4984892 | waffle bonbon | Milka | 17
2766157 | pie waffle | Milka | 3.573
8815067 | waffle  | Karmela | 1
7624514 | pie cake | Milka | 3
260253 | cookie chocolate | Ood | 21
1203963 | bonbon  | Ood | 27
1536527 | cookie cake | My firm | 23.739
6769266 | donnat  | Karmela | 11.736
6755082 | chocolate chocolate | My firm | 22.179
7523851 | waffle waffle | Karmela | 13
4199952 | bisquits bisquits | Nestle | 5
1410026 | chocolate donnat | Milka | 10
4843680 | bisquits cake | Ood | 13.490
9089976 | waffle donnat | Nestle | 7
1847728 | waffle bisquits | Kinder | 15
358545 | chocolate cookie | Ood | 27
6958587 | cookie donnat | My firm | 8.857
7222550 | pie  | My firm | 27
2148939 | bisquits pie | My firm | 24
3880 | bisquits bisquits | Kinder | 16.428
705232 | bisquits bonbon | Kinder | 6
4565398 | chocolate donnat | Milka | 9
8090167 | bisquits cookie | My firm | 24
834859 | cake chocolate | My firm | 20.607
5892021 | waffle cake | My firm | 19
4646685 | bonbon bonbon | Nestle | 24
9587562 | cookie cookie | Nestle | 15
7461677 | cookie  | My firm | 18
6067713 | bonbon  | My firm | 15
8493347 | waffle bisquits | My firm | 26.361
8125545 | bisquits bisquits | My firm | 29
7630733 | pie donnat | Nestle | 21
8430344 | pie bonbon | New mark | 19
2914322 | chocolate cake | Karmela | 29.490
2854966 | donnat bisquits | Milka | 25
8407419 | cake cake | Nestle | 25
5163229 | cookie  | Ood | 27
6345447 | cookie  | Kinder | 10
5211223 | bonbon cake | Ood | 29
2728259 | cookie bisquits | Kinder | 16.430
9932221 | donnat  | Kinder | 7
9343945 | cookie cookie | Karmela | 2
8557026 | cake cookie | Ood | 18.195
4792114 | chocolate  | Karmela | 29
8263357 | donnat  | Kinder | 12
1385592 | cake chocolate | Ood | 3
5867277 | cookie bonbon | Nestle | 27
4171232 | pie cake | Kinder | 27
2350971 | cookie bonbon | My firm | 8
1080587 | cake bisquits | Milka | 8
2143801 | chocolate cookie | Ood | 3
5800991 | donnat cake | New mark | 1.980
9545581 | cookie  | My firm | 0
1273118 | cake waffle | New mark | 2
9116770 | chocolate bonbon | Karmela | 15.795
2944493 | chocolate  | New mark | 1
5952482 | chocolate cake | Milka | 8.749
192346 | bisquits bisquits | My firm | 2
8498363 | chocolate  | Kinder | 7
9062627 | chocolate chocolate | My firm | 28.660
4176093 | donnat donnat | Milka | 15
2990485 | pie pie | Nestle | 4
5383600 | waffle chocolate | Kinder | 13
9888841 | chocolate pie | Ood | 20
8960171 | cookie bisquits | Ood | 2
2865414 | chocolate  | Milka | 16
5507877 | bisquits bonbon | Ood | 15
5517810 | bonbon cookie | New mark | 21.428
8746860 | pie  | Milka | 25
4030314 | bonbon cookie | Nestle | 2
2518185 | waffle  | New mark | 16
8938252 | cake cake | Ood | 14
4007203 | cake bonbon | My firm | 6
1729001 | waffle  | Kinder | 29
9554738 | bonbon  | My firm | 20
4329889 | cookie  | New mark | 19
2746605 | donnat  | New mark | 6.335
7814002 | chocolate  | Karmela | 10
201258 | bonbon  | Milka | 25.39
7773956 | pie cake | My firm | 6
3707669 | chocolate  | Kinder | 29.359
2110679 | bisquits waffle | Milka | 28
2060109 | cake waffle | New mark | 18
3046720 | bonbon  | My firm | 14
9908860 | waffle  | Karmela | 8
2379898 | donnat pie | Milka | 20.478
8090579 | donnat pie | Karmela | 9.571
2039070 | bonbon  | Karmela | 17.66
8138704 | donnat cookie | Karmela | 11
1614551 | donnat  | Milka | 21
4721095 | pie pie | Karmela | 4
3827301 | cookie pie | Milka | 8
2220099 | donnat  | Karmela | 12
8986988 | donnat cookie | Milka | 15.23
7604867 | cake waffle | Karmela | 16.371
7631592 | waffle waffle | My firm | 20.478
8146994 | bisquits  | Ood | 16.668
4691220 | pie pie | My firm | 29
6515142 | bonbon  | New mark | 18
7378517 | waffle cake | Nestle | 25.845
6470822 | donnat bonbon | Karmela | 11
8080770 | bonbon  | My firm | 15.266
6141526 | pie cookie | Nestle | 27
7959397 | waffle chocolate | Nestle | 22
7565585 | cookie cake | Kinder | 24
8554519 | bisquits pie | Karmela | 2
9996031 | pie chocolate | Ood | 14
8032386 | chocolate waffle | Milka | 1
5351592 | pie  | Nestle | 19
515185 | cookie cake | My firm | 5
7587007 | waffle  | Karmela | 24
9675251 | pie bisquits | Ood | 11.621
9533198 | cookie bisquits | New mark | 23
3202926 | cookie waffle | Ood | 22
3996245 | bisquits cake | New mark | 0.370
479904 | chocolate waffle | Kinder | 1
4937595 | bonbon bisquits | New mark | 2.674
4863190 | cookie waffle | My firm | 26
2085037 | pie  | Milka | 11.686
2958417 | cake  | Karmela | 17
7708090 | cookie cake | Ood | 9.303
4973773 | cookie  | Karmela | 9
1241560 | chocolate cookie | Karmela | 15
8769113 | pie donnat | Karmela | 23
8991156 | bisquits  | Kinder | 15
9033924 | pie  | Karmela | 16.801
2215535 | cake  | Kinder | 14.534
5620066 | bonbon  | Karmela | 29.940
8938977 | pie  | New mark | 7
2612992 | waffle  | My firm | 26.687
7646311 | bisquits cake | Ood | 14
3018241 | bonbon bisquits | Nestle | 17.245
6616601 | donnat bonbon | My firm | 20.27
1721830 | pie  | My firm | 16
5310230 | pie  | Nestle | 11
3039787 | waffle cake | My firm | 11
7281127 | bisquits waffle | Karmela | 8.742
1832260 | chocolate cake | Kinder | 22.680
8380078 | cake bonbon | My firm | 19
1636460 | chocolate  | My firm | 28.352
7513027 | cookie  | Kinder | 8
4603462 | waffle bisquits | My firm | 2
8250706 | waffle waffle | Kinder | 2
8066528 | donnat bonbon | Milka | 2
5481907 | bisquits pie | Kinder | 13
2558244 | bonbon donnat | My firm | 16.421
839100 | cake waffle | Nestle | 25
5482527 | pie pie | Karmela | 16
251303 | pie bonbon | Kinder | 27.103
4654406 | waffle cookie | My firm | 8
4376270 | cookie waffle | Nestle | 27
5898906 | cake pie | New mark | 23
3418484 | bonbon bisquits | My firm | 3
665836 | bisquits bisquits | Nestle | 29.184
7985915 | pie  | My firm | 20
9255899 | bisquits  | Milka | 25.234
1455462 | waffle  | Kinder | 10
1235922 | bonbon bonbon | Kinder | 5
3710433 | bisquits  | Milka | 1
7714795 | waffle chocolate | My firm | 9.389
4162584 | pie bonbon | Karmela | 0
9210373 | donnat  | Milka | 29
557963 | donnat  | My firm | 6.698
9706274 | cake  | Ood | 2
3027827 | pie  | Nestle | 19
2546488 | donnat bisquits | Ood | 3
1368300 | bisquits bisquits | Karmela | 29.319
7156831 | waffle waffle | Nestle | 29
4190518 | cake donnat | Kinder | 21
8088424 | cake cake | Nestle | 21
3484625 | cookie  | My firm | 23.348
5206214 | bisquits donnat | Kinder | 18
3646706 | bisquits bisquits | New mark | 26
9610411 | pie  | Kinder | 20
5416220 | cake chocolate | Karmela | 10
3672206 | donnat chocolate | My firm | 24.898
4278730 | donnat chocolate | Kinder | 4
3910145 | cake cookie | Ood | 1
7562303 | bonbon chocolate | New mark | 24
5255150 | cookie  | Karmela | 27.470
6253622 | pie chocolate | New mark | 19
8773559 | chocolate  | Karmela | 7.336
823270 | cake  | My firm | 18
1380996 | cookie waffle | Kinder | 6.902
3379081 | cake bonbon | Ood | 29
9273267 | cake chocolate | Nestle | 25
505625 | bisquits cookie | Karmela | 13
9542932 | bonbon  | Milka | 7.46
744080 | bonbon cookie | My firm | 18
4312830 | cake bisquits | Kinder | 17.993
5283894 | waffle  | Kinder | 7
4160334 | donnat cookie | Karmela | 13
4027835 | bonbon cake | Karmela | 21
4173652 | cookie pie | Milka | 10
5746996 | bonbon  | Karmela | 26.960
7145113 | cake  | Kinder | 2
6583745 | bonbon chocolate | Ood | 5.28
5508962 | waffle waffle | New mark | 9
9532872 | chocolate donnat | Ood | 27
8506058 | waffle pie | Milka | 12
4641276 | donnat cookie | Milka | 5.150
2999100 | donnat  | Milka | 17.714
4979143 | chocolate  | Ood | 11
6280925 | cake  | Milka | 18
3917828 | chocolate  | Milka | 0
3402272 | chocolate chocolate | Ood | 19.401
8028986 | pie pie | New mark | 9
1361152 | donnat cake | Milka | 1
8360350 | bonbon waffle | Karmela | 11
1056127 | bonbon chocolate | My firm | 7
1777453 | waffle  | Nestle | 26
9583255 | pie  | Nestle | 12.999
2556676 | bonbon waffle | New mark | 20
